champ_1,role_1,champ_2,role_2,winrate,matches
Garen,Top,XinZhao,ADC,0.5522,6
Camille,Top,XinZhao,ADC,0.5246,5
XinZhao,ADC,Yone,Top,0.5709,6
LeeSin,Jungle,XinZhao,ADC,0.5047,6
Talon,Jungle,XinZhao,ADC,0.5531,7
Graves,Jungle,XinZhao,ADC,0.4496,8
Hecarim,Jungle,XinZhao,ADC,0.5151,5
Kayn,Jungle,XinZhao,ADC,0.5389,5
Qiyana,Jungle,XinZhao,ADC,0.5712,6
Katarina,Mid,XinZhao,ADC,0.5688,5
Viktor,Mid,XinZhao,ADC,0.474,6
XinZhao,ADC,Yasuo,Mid,0.5709,13
XinZhao,ADC,Zed,Mid,0.5661,10
XinZhao,ADC,Yone,Mid,0.5227,8
Nautilus,Support,XinZhao,ADC,0.5554,5
Seraphine,Support,XinZhao,ADC,0.5238,6
Senna,Support,XinZhao,ADC,0.5585,5
Nami,Support,XinZhao,ADC,0.4577,13
Thresh,Support,XinZhao,ADC,0.5607,8
Pyke,Support,XinZhao,ADC,0.542,6
Olaf,Top,XinZhao,Support,0.556,9
Urgot,Top,XinZhao,Support,0.5709,10
Kayle,Top,XinZhao,Support,0.4789,9
Sion,Top,XinZhao,Support,0.4946,9
Teemo,Top,XinZhao,Support,0.5491,9
Tryndamere,Top,XinZhao,Support,0.5471,11
Jax,Top,XinZhao,Support,0.5525,21
Singed,Top,XinZhao,Support,0.5599,11
Chogath,Top,XinZhao,Support,0.4939,12
DrMundo,Top,XinZhao,Support,0.44,13
Irelia,Top,XinZhao,Support,0.5519,17
Gangplank,Top,XinZhao,Support,0.5202,15
Trundle,Top,XinZhao,Support,0.4997,6
Malphite,Top,XinZhao,Support,0.546,17
Renekton,Top,XinZhao,Support,0.569,20
Vayne,Top,XinZhao,Support,0.5203,8
Rumble,Top,XinZhao,Support,0.5573,8
Nasus,Top,XinZhao,Support,0.5403,24
Gragas,Top,XinZhao,Support,0.5678,7
Pantheon,Top,XinZhao,Support,0.5486,10
Mordekaiser,Top,XinZhao,Support,0.5266,13
XinZhao,Support,Yorick,Top,0.5479,6
Akali,Top,XinZhao,Support,0.5094,9
Garen,Top,XinZhao,Support,0.4727,19
Riven,Top,XinZhao,Support,0.5704,7
Shen,Top,XinZhao,Support,0.5142,16
Volibear,Top,XinZhao,Support,0.4745,12
Fiora,Top,XinZhao,Support,0.5412,10
Darius,Top,XinZhao,Support,0.4842,17
Jayce,Top,XinZhao,Support,0.5606,28
Gnar,Top,XinZhao,Support,0.4545,16
XinZhao,Support,Yasuo,Top,0.531,12
Camille,Top,XinZhao,Support,0.5462,17
Kled,Top,XinZhao,Support,0.5423,6
Aatrox,Top,XinZhao,Support,0.4763,16
Ornn,Top,XinZhao,Support,0.5553,13
XinZhao,Support,Yone,Top,0.5259,25
Ambessa,Top,XinZhao,Support,0.4812,14
Sett,Top,XinZhao,Support,0.464,19
Gwen,Top,XinZhao,Support,0.5423,7
KSante,Top,XinZhao,Support,0.4349,11
XinZhao,Support,Zaahen,Top,0.5069,11
XinZhao,Jungle,XinZhao,Support,0.5608,11
Fiddlesticks,Jungle,XinZhao,Support,0.5683,6
MasterYi,Jungle,XinZhao,Support,0.5552,18
Warwick,Jungle,XinZhao,Support,0.5025,5
Nunu,Jungle,XinZhao,Support,0.5621,8
Jax,Jungle,XinZhao,Support,0.4427,6
Evelynn,Jungle,XinZhao,Support,0.4508,10
Karthus,Jungle,XinZhao,Support,0.5025,5
Chogath,Jungle,XinZhao,Support,0.5668,15
Amumu,Jungle,XinZhao,Support,0.4778,6
Shaco,Jungle,XinZhao,Support,0.5214,12
Nocturne,Jungle,XinZhao,Support,0.5547,17
JarvanIV,Jungle,XinZhao,Support,0.4299,30
Elise,Jungle,XinZhao,Support,0.5268,8
MonkeyKing,Jungle,XinZhao,Support,0.5618,21
LeeSin,Jungle,XinZhao,Support,0.5544,47
Nidalee,Jungle,XinZhao,Support,0.5646,9
Udyr,Jungle,XinZhao,Support,0.4706,9
Talon,Jungle,XinZhao,Support,0.5449,18
Shyvana,Jungle,XinZhao,Support,0.5067,13
Graves,Jungle,XinZhao,Support,0.482,25
Rengar,Jungle,XinZhao,Support,0.5684,13
Sejuani,Jungle,XinZhao,Support,0.5695,8
Hecarim,Jungle,XinZhao,Support,0.5065,21
Khazix,Jungle,XinZhao,Support,0.496,18
Diana,Jungle,XinZhao,Support,0.4705,8
Kayn,Jungle,XinZhao,Support,0.5531,24
XinZhao,Support,Zyra,Jungle,0.4565,6
XinZhao,Support,Zac,Jungle,0.4757,10
Belveth,Jungle,XinZhao,Support,0.4895,8
Briar,Jungle,XinZhao,Support,0.4705,11
Viego,Jungle,XinZhao,Support,0.4705,32
XinZhao,Support,Zed,Jungle,0.5144,10
Ekko,Jungle,XinZhao,Support,0.5169,20
Qiyana,Jungle,XinZhao,Support,0.5694,24
Vi,Jungle,XinZhao,Support,0.4953,19
Sylas,Jungle,XinZhao,Support,0.4889,24
Lillia,Jungle,XinZhao,Support,0.5711,11
Naafiri,Jungle,XinZhao,Support,0.4522,10
Annie,Mid,XinZhao,Support,0.5336,6
Galio,Mid,XinZhao,Support,0.475,12
TwistedFate,Mid,XinZhao,Support,0.5672,18
Leblanc,Mid,XinZhao,Support,0.5379,21
Vladimir,Mid,XinZhao,Support,0.5401,14
Ryze,Mid,XinZhao,Support,0.449,9
Anivia,Mid,XinZhao,Support,0.534,14
Kassadin,Mid,XinZhao,Support,0.5539,22
Irelia,Mid,XinZhao,Support,0.5124,7
Veigar,Mid,XinZhao,Support,0.5382,9
Katarina,Mid,XinZhao,Support,0.4896,24
Orianna,Mid,XinZhao,Support,0.476,9
Nasus,Mid,XinZhao,Support,0.5368,8
Akali,Mid,XinZhao,Support,0.4491,17
Malzahar,Mid,XinZhao,Support,0.5181,15
Lux,Mid,XinZhao,Support,0.5491,10
Xerath,Mid,XinZhao,Support,0.5399,13
Ahri,Mid,XinZhao,Support,0.5568,32
Fizz,Mid,XinZhao,Support,0.5686,14
Viktor,Mid,XinZhao,Support,0.5056,33
Lissandra,Mid,XinZhao,Support,0.5329,23
Diana,Mid,XinZhao,Support,0.5283,11
Syndra,Mid,XinZhao,Support,0.4993,29
XinZhao,Support,Zoe,Mid,0.4931,8
XinZhao,Support,Yasuo,Mid,0.509,20
Taliyah,Mid,XinZhao,Support,0.5658,6
XinZhao,Support,Zed,Mid,0.5409,27
Ekko,Mid,XinZhao,Support,0.5645,16
Qiyana,Mid,XinZhao,Support,0.4544,7
Sylas,Mid,XinZhao,Support,0.4766,26
Vex,Mid,XinZhao,Support,0.4844,11
XinZhao,Support,Yone,Mid,0.4551,16
Mel,Mid,XinZhao,Support,0.5228,7
Locke,Mid,XinZhao,Support,0.5502,25
Aurora,Mid,XinZhao,Support,0.5707,5
Hwei,Mid,XinZhao,Support,0.5064,11
Sivir,ADC,XinZhao,Support,0.4799,15
Tristana,ADC,XinZhao,Support,0.551,30
MissFortune,ADC,XinZhao,Support,0.4293,7
Ashe,ADC,XinZhao,Support,0.5594,23
Twitch,ADC,XinZhao,Support,0.481,20
Caitlyn,ADC,XinZhao,Support,0.5218,42
Vayne,ADC,XinZhao,Support,0.5433,10
Ezreal,ADC,XinZhao,Support,0.4297,15
KogMaw,ADC,XinZhao,Support,0.5685,13
Varus,ADC,XinZhao,Support,0.5568,8
Draven,ADC,XinZhao,Support,0.4692,7
Kaisa,ADC,XinZhao,Support,0.5249,27
Jhin,ADC,XinZhao,Support,0.4738,19
XinZhao,Support,Zeri,ADC,0.4834,13
Jinx,ADC,XinZhao,Support,0.5438,107
Lucian,ADC,XinZhao,Support,0.5018,182
Xayah,ADC,XinZhao,Support,0.4815,7
Aphelios,ADC,XinZhao,Support,0.5329,20
XinZhao,Support,Yunara,ADC,0.5145,43
Smolder,ADC,XinZhao,Support,0.4989,10
Yasuo,Top,Zac,Jungle,0.521,8
Yasuo,Top,Zed,Mid,0.4288,13
Yasuo,Top,Zeri,ADC,0.5125,10
Yasuo,Top,Yunara,ADC,0.5414,19
Yasuo,Top,Yuumi,Support,0.4709,6
Olaf,Top,Yasuo,Jungle,0.5076,7
Teemo,Top,Yasuo,Jungle,0.5003,7
Tryndamere,Top,Yasuo,Jungle,0.4424,6
Jax,Top,Yasuo,Jungle,0.512,7
DrMundo,Top,Yasuo,Jungle,0.4616,9
Irelia,Top,Yasuo,Jungle,0.472,7
Gangplank,Top,Yasuo,Jungle,0.5246,9
Malphite,Top,Yasuo,Jungle,0.5115,15
Renekton,Top,Yasuo,Jungle,0.4409,14
Rumble,Top,Yasuo,Jungle,0.5518,5
Nasus,Top,Yasuo,Jungle,0.5539,13
Gragas,Top,Yasuo,Jungle,0.4815,6
Mordekaiser,Top,Yasuo,Jungle,0.5504,9
Akali,Top,Yasuo,Jungle,0.5014,6
Garen,Top,Yasuo,Jungle,0.521,11
Volibear,Top,Yasuo,Jungle,0.49,7
Fiora,Top,Yasuo,Jungle,0.518,6
Darius,Top,Yasuo,Jungle,0.4948,7
Jayce,Top,Yasuo,Jungle,0.4861,14
Yasuo,Jungle,Yasuo,Top,0.482,6
Camille,Top,Yasuo,Jungle,0.4644,8
Aatrox,Top,Yasuo,Jungle,0.4676,13
Ornn,Top,Yasuo,Jungle,0.4444,5
Yasuo,Jungle,Yone,Top,0.4338,13
Ambessa,Top,Yasuo,Jungle,0.5532,7
Sett,Top,Yasuo,Jungle,0.4299,9
KSante,Top,Yasuo,Jungle,0.4487,12
Galio,Mid,Yasuo,Jungle,0.4637,7
TwistedFate,Mid,Yasuo,Jungle,0.5007,14
Leblanc,Mid,Yasuo,Jungle,0.5023,10
Ryze,Mid,Yasuo,Jungle,0.4377,8
Kassadin,Mid,Yasuo,Jungle,0.5318,7
Veigar,Mid,Yasuo,Jungle,0.5284,5
Katarina,Mid,Yasuo,Jungle,0.4689,9
Orianna,Mid,Yasuo,Jungle,0.4567,12
Cassiopeia,Mid,Yasuo,Jungle,0.4493,6
Nasus,Mid,Yasuo,Jungle,0.5272,6
Akali,Mid,Yasuo,Jungle,0.4723,10
Malzahar,Mid,Yasuo,Jungle,0.5049,7
Lux,Mid,Yasuo,Jungle,0.4649,7
Xerath,Mid,Yasuo,Jungle,0.4613,10
Ahri,Mid,Yasuo,Jungle,0.5182,17
Fizz,Mid,Yasuo,Jungle,0.5205,8
Viktor,Mid,Yasuo,Jungle,0.5169,10
Lissandra,Mid,Yasuo,Jungle,0.5665,10
Diana,Mid,Yasuo,Jungle,0.4904,8
Syndra,Mid,Yasuo,Jungle,0.4785,20
Yasuo,Jungle,Zoe,Mid,0.5241,7
Yasuo,Jungle,Yasuo,Mid,0.4486,7
Yasuo,Jungle,Zed,Mid,0.4666,9
Ekko,Mid,Yasuo,Jungle,0.5317,6
Sylas,Mid,Yasuo,Jungle,0.4357,16
Vex,Mid,Yasuo,Jungle,0.5594,10
Yasuo,Jungle,Yone,Mid,0.4796,5
Locke,Mid,Yasuo,Jungle,0.4585,16
Hwei,Mid,Yasuo,Jungle,0.459,9
Sivir,ADC,Yasuo,Jungle,0.4334,7
Tristana,ADC,Yasuo,Jungle,0.479,14
MissFortune,ADC,Yasuo,Jungle,0.4846,7
Ashe,ADC,Yasuo,Jungle,0.463,15
Twitch,ADC,Yasuo,Jungle,0.4891,5
Caitlyn,ADC,Yasuo,Jungle,0.5026,28
Ezreal,ADC,Yasuo,Jungle,0.4487,26
KogMaw,ADC,Yasuo,Jungle,0.5275,5
Varus,ADC,Yasuo,Jungle,0.5345,7
Draven,ADC,Yasuo,Jungle,0.4581,7
Kaisa,ADC,Yasuo,Jungle,0.4921,36
Jhin,ADC,Yasuo,Jungle,0.4703,36
Yasuo,Jungle,Zeri,ADC,0.4612,6
Jinx,ADC,Yasuo,Jungle,0.4854,28
Lucian,ADC,Yasuo,Jungle,0.5301,17
Kalista,ADC,Yasuo,Jungle,0.4769,6
Xayah,ADC,Yasuo,Jungle,0.5137,7
Aphelios,ADC,Yasuo,Jungle,0.5139,8
Yasuo,Jungle,Yunara,ADC,0.4662,25
Alistar,Support,Yasuo,Jungle,0.4311,10
Soraka,Support,Yasuo,Jungle,0.5506,6
Morgana,Support,Yasuo,Jungle,0.5628,7
Yasuo,Jungle,Zilean,Support,0.468,6
Janna,Support,Yasuo,Jungle,0.4935,6
Karma,Support,Yasuo,Jungle,0.4564,18
Blitzcrank,Support,Yasuo,Jungle,0.5339,16
Pantheon,Support,Yasuo,Jungle,0.5425,6
Leona,Support,Yasuo,Jungle,0.4885,11
Lux,Support,Yasuo,Jungle,0.5491,12
Xerath,Support,Yasuo,Jungle,0.5417,10
Nautilus,Support,Yasuo,Jungle,0.5079,15
Lulu,Support,Yasuo,Jungle,0.4337,24
Seraphine,Support,Yasuo,Jungle,0.5016,13
Braum,Support,Yasuo,Jungle,0.5272,8
Senna,Support,Yasuo,Jungle,0.512,7
Nami,Support,Yasuo,Jungle,0.4776,13
Yasuo,Jungle,Yuumi,Support,0.5288,12
Thresh,Support,Yasuo,Jungle,0.5309,27
Bard,Support,Yasuo,Jungle,0.4295,12
Rell,Support,Yasuo,Jungle,0.5104,7
Pyke,Support,Yasuo,Jungle,0.4557,11
Milio,Support,Yasuo,Jungle,0.4522,10
Yasuo,Mid,Yorick,Top,0.4613,8
Yasuo,Mid,Yone,Top,0.482,29
Yasuo,Mid,Zaahen,Top,0.5149,11
Yasuo,Mid,Zyra,Jungle,0.4801,8
Yasuo,Mid,Zac,Jungle,0.5439,21
Yasuo,Mid,Zed,Jungle,0.4288,6
Yasuo,Mid,Ziggs,ADC,0.5557,11
Yasuo,Mid,Zeri,ADC,0.4728,12
Yasuo,Mid,Yunara,ADC,0.4712,37
Yasuo,Mid,Zilean,Support,0.4477,10
Yasuo,Mid,Zyra,Support,0.5534,14
Yasuo,Mid,Yuumi,Support,0.4322,13
Yasuo,ADC,Yone,Top,0.4708,8
Yasuo,ADC,Zac,Jungle,0.5621,6
Yasuo,ADC,Zed,Mid,0.5287,6
Yasuo,ADC,Yone,Mid,0.5253,6
Yasuo,ADC,Yuumi,Support,0.4985,10
Olaf,Top,Yasuo,Support,0.556,9
Urgot,Top,Yasuo,Support,0.5709,10
Kayle,Top,Yasuo,Support,0.4789,9
Sion,Top,Yasuo,Support,0.4946,9
Teemo,Top,Yasuo,Support,0.5491,9
Tryndamere,Top,Yasuo,Support,0.5471,11
Jax,Top,Yasuo,Support,0.5525,21
Singed,Top,Yasuo,Support,0.5599,11
Chogath,Top,Yasuo,Support,0.4939,12
DrMundo,Top,Yasuo,Support,0.44,13
Irelia,Top,Yasuo,Support,0.5519,17
Gangplank,Top,Yasuo,Support,0.5202,15
Trundle,Top,Yasuo,Support,0.4997,6
Malphite,Top,Yasuo,Support,0.546,17
Renekton,Top,Yasuo,Support,0.569,20
Vayne,Top,Yasuo,Support,0.5203,8
Rumble,Top,Yasuo,Support,0.5573,8
Nasus,Top,Yasuo,Support,0.5403,24
Gragas,Top,Yasuo,Support,0.5678,7
Pantheon,Top,Yasuo,Support,0.5486,10
Mordekaiser,Top,Yasuo,Support,0.5266,13
Yasuo,Support,Yorick,Top,0.5479,6
Akali,Top,Yasuo,Support,0.5094,9
Garen,Top,Yasuo,Support,0.4727,19
Riven,Top,Yasuo,Support,0.5704,7
Shen,Top,Yasuo,Support,0.5142,16
Volibear,Top,Yasuo,Support,0.4745,12
Fiora,Top,Yasuo,Support,0.5412,10
Darius,Top,Yasuo,Support,0.4842,17
Jayce,Top,Yasuo,Support,0.5606,28
Gnar,Top,Yasuo,Support,0.4545,16
Yasuo,Support,Yasuo,Top,0.531,12
Camille,Top,Yasuo,Support,0.5462,17
Kled,Top,Yasuo,Support,0.5423,6
Aatrox,Top,Yasuo,Support,0.4763,16
Ornn,Top,Yasuo,Support,0.5553,13
Yasuo,Support,Yone,Top,0.5259,25
Ambessa,Top,Yasuo,Support,0.4812,14
Sett,Top,Yasuo,Support,0.464,19
Gwen,Top,Yasuo,Support,0.5423,7
KSante,Top,Yasuo,Support,0.4349,11
Yasuo,Support,Zaahen,Top,0.5069,11
XinZhao,Jungle,Yasuo,Support,0.5608,11
Fiddlesticks,Jungle,Yasuo,Support,0.5683,6
MasterYi,Jungle,Yasuo,Support,0.5552,18
Warwick,Jungle,Yasuo,Support,0.5025,5
Nunu,Jungle,Yasuo,Support,0.5621,8
Jax,Jungle,Yasuo,Support,0.4427,6
Evelynn,Jungle,Yasuo,Support,0.4508,10
Karthus,Jungle,Yasuo,Support,0.5025,5
Chogath,Jungle,Yasuo,Support,0.5668,15
Amumu,Jungle,Yasuo,Support,0.4778,6
Shaco,Jungle,Yasuo,Support,0.5214,12
Nocturne,Jungle,Yasuo,Support,0.5547,17
JarvanIV,Jungle,Yasuo,Support,0.4299,30
Elise,Jungle,Yasuo,Support,0.5268,8
MonkeyKing,Jungle,Yasuo,Support,0.5618,21
LeeSin,Jungle,Yasuo,Support,0.5544,47
Nidalee,Jungle,Yasuo,Support,0.5646,9
Udyr,Jungle,Yasuo,Support,0.4706,9
Talon,Jungle,Yasuo,Support,0.5449,18
Shyvana,Jungle,Yasuo,Support,0.5067,13
Graves,Jungle,Yasuo,Support,0.482,25
Rengar,Jungle,Yasuo,Support,0.5684,13
Sejuani,Jungle,Yasuo,Support,0.5695,8
Hecarim,Jungle,Yasuo,Support,0.5065,21
Khazix,Jungle,Yasuo,Support,0.496,18
Diana,Jungle,Yasuo,Support,0.4705,8
Kayn,Jungle,Yasuo,Support,0.5531,24
Yasuo,Support,Zyra,Jungle,0.4565,6
Yasuo,Support,Zac,Jungle,0.4757,10
Belveth,Jungle,Yasuo,Support,0.4895,8
Briar,Jungle,Yasuo,Support,0.4705,11
Viego,Jungle,Yasuo,Support,0.4705,32
Yasuo,Support,Zed,Jungle,0.5144,10
Ekko,Jungle,Yasuo,Support,0.5169,20
Qiyana,Jungle,Yasuo,Support,0.5694,24
Vi,Jungle,Yasuo,Support,0.4953,19
Sylas,Jungle,Yasuo,Support,0.4889,24
Lillia,Jungle,Yasuo,Support,0.5711,11
Naafiri,Jungle,Yasuo,Support,0.4522,10
Annie,Mid,Yasuo,Support,0.5336,6
Galio,Mid,Yasuo,Support,0.475,12
TwistedFate,Mid,Yasuo,Support,0.5672,18
Leblanc,Mid,Yasuo,Support,0.5379,21
Vladimir,Mid,Yasuo,Support,0.5401,14
Ryze,Mid,Yasuo,Support,0.449,9
Anivia,Mid,Yasuo,Support,0.534,14
Kassadin,Mid,Yasuo,Support,0.5539,22
Irelia,Mid,Yasuo,Support,0.5124,7
Veigar,Mid,Yasuo,Support,0.5382,9
Katarina,Mid,Yasuo,Support,0.4896,24
Orianna,Mid,Yasuo,Support,0.476,9
Nasus,Mid,Yasuo,Support,0.5368,8
Akali,Mid,Yasuo,Support,0.4491,17
Malzahar,Mid,Yasuo,Support,0.5181,15
Lux,Mid,Yasuo,Support,0.5491,10
Xerath,Mid,Yasuo,Support,0.5399,13
Ahri,Mid,Yasuo,Support,0.5568,32
Fizz,Mid,Yasuo,Support,0.5686,14
Viktor,Mid,Yasuo,Support,0.5056,33
Lissandra,Mid,Yasuo,Support,0.5329,23
Diana,Mid,Yasuo,Support,0.5283,11
Syndra,Mid,Yasuo,Support,0.4993,29
Yasuo,Support,Zoe,Mid,0.4931,8
Yasuo,Mid,Yasuo,Support,0.509,20
Taliyah,Mid,Yasuo,Support,0.5658,6
Yasuo,Support,Zed,Mid,0.5409,27
Ekko,Mid,Yasuo,Support,0.5645,16
Qiyana,Mid,Yasuo,Support,0.4544,7
Sylas,Mid,Yasuo,Support,0.4766,26
Vex,Mid,Yasuo,Support,0.4844,11
Yasuo,Support,Yone,Mid,0.4551,16
Mel,Mid,Yasuo,Support,0.5228,7
Locke,Mid,Yasuo,Support,0.5502,25
Aurora,Mid,Yasuo,Support,0.5707,5
Hwei,Mid,Yasuo,Support,0.5064,11
Sivir,ADC,Yasuo,Support,0.4799,15
Tristana,ADC,Yasuo,Support,0.551,30
MissFortune,ADC,Yasuo,Support,0.4293,7
Ashe,ADC,Yasuo,Support,0.5594,23
Twitch,ADC,Yasuo,Support,0.481,20
Caitlyn,ADC,Yasuo,Support,0.5218,42
Vayne,ADC,Yasuo,Support,0.5433,10
Ezreal,ADC,Yasuo,Support,0.4297,15
KogMaw,ADC,Yasuo,Support,0.5685,13
Varus,ADC,Yasuo,Support,0.5568,8
Draven,ADC,Yasuo,Support,0.4692,7
Kaisa,ADC,Yasuo,Support,0.5249,27
Jhin,ADC,Yasuo,Support,0.4738,19
Yasuo,Support,Zeri,ADC,0.4834,13
Jinx,ADC,Yasuo,Support,0.5438,107
Lucian,ADC,Yasuo,Support,0.5018,182
Xayah,ADC,Yasuo,Support,0.4815,7
Aphelios,ADC,Yasuo,Support,0.5329,20
Yasuo,Support,Yunara,ADC,0.5145,43
Smolder,ADC,Yasuo,Support,0.4989,10
Yone,Top,Zyra,Jungle,0.4503,8
Yone,Top,Zac,Jungle,0.4686,16
Yone,Top,Zed,Jungle,0.5523,9
Yone,Top,Zoe,Mid,0.5647,13
Yone,Top,Zed,Mid,0.459,31
Yone,Top,Ziggs,ADC,0.5139,5
Yone,Top,Zeri,ADC,0.5093,18
Yone,Top,Yunara,ADC,0.5117,48
Yone,Top,Zilean,Support,0.4955,14
Yone,Top,Zyra,Support,0.5294,8
Yone,Top,Yuumi,Support,0.4709,23
Olaf,Top,Yone,Jungle,0.5076,7
Teemo,Top,Yone,Jungle,0.5003,7
Tryndamere,Top,Yone,Jungle,0.4424,6
Jax,Top,Yone,Jungle,0.512,7
DrMundo,Top,Yone,Jungle,0.4616,9
Irelia,Top,Yone,Jungle,0.472,7
Gangplank,Top,Yone,Jungle,0.5246,9
Malphite,Top,Yone,Jungle,0.5115,15
Renekton,Top,Yone,Jungle,0.4409,14
Rumble,Top,Yone,Jungle,0.5518,5
Nasus,Top,Yone,Jungle,0.5539,13
Gragas,Top,Yone,Jungle,0.4815,6
Mordekaiser,Top,Yone,Jungle,0.5504,9
Akali,Top,Yone,Jungle,0.5014,6
Garen,Top,Yone,Jungle,0.521,11
Volibear,Top,Yone,Jungle,0.49,7
Fiora,Top,Yone,Jungle,0.518,6
Darius,Top,Yone,Jungle,0.4948,7
Jayce,Top,Yone,Jungle,0.4861,14
Yasuo,Top,Yone,Jungle,0.482,6
Camille,Top,Yone,Jungle,0.4644,8
Aatrox,Top,Yone,Jungle,0.4676,13
Ornn,Top,Yone,Jungle,0.4444,5
Yone,Jungle,Yone,Top,0.4338,13
Ambessa,Top,Yone,Jungle,0.5532,7
Sett,Top,Yone,Jungle,0.4299,9
KSante,Top,Yone,Jungle,0.4487,12
Galio,Mid,Yone,Jungle,0.4637,7
TwistedFate,Mid,Yone,Jungle,0.5007,14
Leblanc,Mid,Yone,Jungle,0.5023,10
Ryze,Mid,Yone,Jungle,0.4377,8
Kassadin,Mid,Yone,Jungle,0.5318,7
Veigar,Mid,Yone,Jungle,0.5284,5
Katarina,Mid,Yone,Jungle,0.4689,9
Orianna,Mid,Yone,Jungle,0.4567,12
Cassiopeia,Mid,Yone,Jungle,0.4493,6
Nasus,Mid,Yone,Jungle,0.5272,6
Akali,Mid,Yone,Jungle,0.4723,10
Malzahar,Mid,Yone,Jungle,0.5049,7
Lux,Mid,Yone,Jungle,0.4649,7
Xerath,Mid,Yone,Jungle,0.4613,10
Ahri,Mid,Yone,Jungle,0.5182,17
Fizz,Mid,Yone,Jungle,0.5205,8
Viktor,Mid,Yone,Jungle,0.5169,10
Lissandra,Mid,Yone,Jungle,0.5665,10
Diana,Mid,Yone,Jungle,0.4904,8
Syndra,Mid,Yone,Jungle,0.4785,20
Yone,Jungle,Zoe,Mid,0.5241,7
Yasuo,Mid,Yone,Jungle,0.4486,7
Yone,Jungle,Zed,Mid,0.4666,9
Ekko,Mid,Yone,Jungle,0.5317,6
Sylas,Mid,Yone,Jungle,0.4357,16
Vex,Mid,Yone,Jungle,0.5594,10
Yone,Jungle,Yone,Mid,0.4796,5
Locke,Mid,Yone,Jungle,0.4585,16
Hwei,Mid,Yone,Jungle,0.459,9
Sivir,ADC,Yone,Jungle,0.4334,7
Tristana,ADC,Yone,Jungle,0.479,14
MissFortune,ADC,Yone,Jungle,0.4846,7
Ashe,ADC,Yone,Jungle,0.463,15
Twitch,ADC,Yone,Jungle,0.4891,5
Caitlyn,ADC,Yone,Jungle,0.5026,28
Ezreal,ADC,Yone,Jungle,0.4487,26
KogMaw,ADC,Yone,Jungle,0.5275,5
Varus,ADC,Yone,Jungle,0.5345,7
Draven,ADC,Yone,Jungle,0.4581,7
Kaisa,ADC,Yone,Jungle,0.4921,36
Jhin,ADC,Yone,Jungle,0.4703,36
Yone,Jungle,Zeri,ADC,0.4612,6
Jinx,ADC,Yone,Jungle,0.4854,28
Lucian,ADC,Yone,Jungle,0.5301,17
Kalista,ADC,Yone,Jungle,0.4769,6
Xayah,ADC,Yone,Jungle,0.5137,7
Aphelios,ADC,Yone,Jungle,0.5139,8
Yone,Jungle,Yunara,ADC,0.4662,25
Alistar,Support,Yone,Jungle,0.4311,10
Soraka,Support,Yone,Jungle,0.5506,6
Morgana,Support,Yone,Jungle,0.5628,7
Yone,Jungle,Zilean,Support,0.468,6
Janna,Support,Yone,Jungle,0.4935,6
Karma,Support,Yone,Jungle,0.4564,18
Blitzcrank,Support,Yone,Jungle,0.5339,16
Pantheon,Support,Yone,Jungle,0.5425,6
Leona,Support,Yone,Jungle,0.4885,11
Lux,Support,Yone,Jungle,0.5491,12
Xerath,Support,Yone,Jungle,0.5417,10
Nautilus,Support,Yone,Jungle,0.5079,15
Lulu,Support,Yone,Jungle,0.4337,24
Seraphine,Support,Yone,Jungle,0.5016,13
Braum,Support,Yone,Jungle,0.5272,8
Senna,Support,Yone,Jungle,0.512,7
Nami,Support,Yone,Jungle,0.4776,13
Yone,Jungle,Yuumi,Support,0.5288,12
Thresh,Support,Yone,Jungle,0.5309,27
Bard,Support,Yone,Jungle,0.4295,12
Rell,Support,Yone,Jungle,0.5104,7
Pyke,Support,Yone,Jungle,0.4557,11
Milio,Support,Yone,Jungle,0.4522,10
Yone,Mid,Zaahen,Top,0.4489,17
Yone,Mid,Zyra,Jungle,0.491,7
Yone,Mid,Zac,Jungle,0.5216,9
Yone,Mid,Zed,Jungle,0.4581,6
Yone,Mid,Ziggs,ADC,0.5601,12
Yone,Mid,Zeri,ADC,0.4549,15
Yone,Mid,Yunara,ADC,0.4745,40
Yone,Mid,Zilean,Support,0.5218,11
Yone,Mid,Zyra,Support,0.5416,8
Yone,Mid,Yuumi,Support,0.4639,17
Nasus,Top,Yone,ADC,0.5278,5
Garen,Top,Yone,ADC,0.5522,6
Camille,Top,Yone,ADC,0.5246,5
Yone,ADC,Yone,Top,0.5709,6
LeeSin,Jungle,Yone,ADC,0.5047,6
Talon,Jungle,Yone,ADC,0.5531,7
Graves,Jungle,Yone,ADC,0.4496,8
Hecarim,Jungle,Yone,ADC,0.5151,5
Kayn,Jungle,Yone,ADC,0.5389,5
Qiyana,Jungle,Yone,ADC,0.5712,6
Katarina,Mid,Yone,ADC,0.5688,5
Viktor,Mid,Yone,ADC,0.474,6
Yasuo,Mid,Yone,ADC,0.5709,13
Yone,ADC,Zed,Mid,0.5661,10
Yone,ADC,Yone,Mid,0.5227,8
Nautilus,Support,Yone,ADC,0.5554,5
Seraphine,Support,Yone,ADC,0.5238,6
Senna,Support,Yone,ADC,0.5585,5
Nami,Support,Yone,ADC,0.4577,13
Thresh,Support,Yone,ADC,0.5607,8
Pyke,Support,Yone,ADC,0.542,6
Olaf,Top,Yone,Support,0.556,9
Urgot,Top,Yone,Support,0.5709,10
Kayle,Top,Yone,Support,0.4789,9
Sion,Top,Yone,Support,0.4946,9
